Gene names,Intensity,Intensity S1,Intensity S10,Intensity S11,Intensity S12,Intensity S13,Intensity S14,Intensity S15,Intensity S16,Intensity S17,Intensity S18,Intensity S19,Intensity S2,Intensity S20,Intensity S21,Intensity S22,Intensity S23,Intensity S24,Intensity S25,Intensity S26,Intensity S27,Intensity S28,Intensity S29,Intensity S3,Intensity S30,Intensity S31,Intensity S32,Intensity S33,Intensity S34,Intensity S35,Intensity S36,Intensity S37,Intensity S38,Intensity S4,Intensity S5,Intensity S6,Intensity S7,Intensity S8,Intensity S9
GPR107,10276000000,295110000,232960000,280340000,253990000,191180000,206130000,256720000,282890000,210730000,251850000,300460000,313670000,109620000,269360000,336820000,289490000,0,232290000,299810000,284900000,220870000,276470000,384750000,337080000,273770000,262900000,276280000,301080000,281700000,277440000,277140000,260120000,307220000,306700000,305560000,366080000,443700000,218860000
USP11,48334000000,985110000,1026700000,696990000,932840000,994990000,1065900000,993780000,959500000,1397000000,1228000000,811440000,1090600000,99287000,1949600000,1698800000,1578000000,754260,1583700000,2245300000,2093700000,2193600000,1462700000,1000000000,1399800000,2248200000,2462700000,1009100000,1271000000,1650500000,2084000000,988640000,865230000,1098600000,1036300000,1712200000,712350000,628260000,1078400000
NFKBIB,6256200000,185730000,176780000,234810000,235040000,117800000,220390000,189250000,91023000,239080000,175840000,164180000,185860000,0,135450000,168020000,152660000,0,66732000,82384000,242020000,162400000,72777000,149010000,108940000,254930000,189050000,151160000,278520000,174320000,222220000,153220000,171350000,130700000,125560000,242700000,159280000,228810000,218240000
PDE5A,257500000,0,14252000,11283000,71217000,0,0,13796000,0,0,0,0,0,0,6905800,0,32832000,0,0,0,0,0,14313000,0,0,53860000,34633000,0,0,0,0,0,0,0,0,0,4408200,0,0
SOS1,8571300000,149760000,196030000,160810000,254600000,420010000,122380000,149610000,143860000,220990000,263030000,296090000,429300000,101880000,224270000,136080000,273060000,0,139930000,121370000,283310000,422330000,225720000,545760000,173320000,228710000,145820000,158910000,281890000,213360000,189430000,189610000,178540000,216120000,357460000,168770000,173460000,244700000,371050000
ELP4,2400100000,62293000,23603000,140610000,116090000,0,27435000,20102000,25917000,147600000,22608000,20737000,65770000,0,0,0,121370000,0,139470000,0,195910000,207800000,0,24080000,0,44622000,41110000,155570000,44147000,136510000,42797000,221400000,44808000,0,61433000,157630000,30052000,35907000,22707000
TJP1,1.6822E+11,3076600000,4362900000,8665800000,9589600000,2781700000,3035900000,5136300000,4218600000,3289900000,2843800000,4105000000,3407100000,1023800000,3582300000,3019200000,4799100000,268970,4241500000,5425900000,6543700000,4768100000,6195700000,3885700000,9037900000,8166000000,5946700000,3429900000,3510400000,2540300000,2131300000,6137200000,5549300000,3936400000,2882200000,4308900000,3995900000,4250500000,4394000000
MAPRE2,17320000000,337900000,488650000,547350000,773320000,583650000,552660000,513850000,453740000,360050000,310700000,388210000,440770000,0,369930000,332610000,595470000,0,585880000,599070000,727790000,907000000,884200000,455210000,763010000,759890000,543330000,409560000,515110000,166910000,263890000,252800000,172390000,440010000,339460000,322210000,335540000,411090000,416500000
CFAP43,314520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71898000,68968000,0,0,0,0,54752000,0,0,40661000,0,0,34413000,43829000,0,0,0,0,0,0
,1594400000,68570000,50001000,64410000,60520000,58757000,69609000,65003000,57314000,69788000,53230000,57037000,77510000,0,54961000,45392000,69726000,0,22032000,35203000,0,64053000,0,59353000,50018000,0,0,0,56979000,0,0,0,0,68005000,47550000,76777000,71365000,69568000,51655000
ECT2,1830300000,0,7741000,0,43613000,27356000,36455000,0,0,0,6719400,0,9849800,0,55692000,65299000,109920000,0,135870000,271850000,138450000,184050000,150180000,0,40820000,35780000,27048000,38707000,70905000,83036000,61577000,30914000,17167000,0,57041000,124200000,0,0,0
DCLK2,78419000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28144000,0,0,0,0,0,0,0,0,0,0,0,20515000,16472000,0,0,0,13288000,0,0,0,0,0,0
PFN2,2.7614E+11,7201900000,7474600000,6035700000,6268700000,6684200000,6184400000,6289500000,3856600000,6334600000,5374000000,10622000000,6137300000,5487500000,8377500000,8196300000,9977500000,101750000,7796300000,9098700000,11092000000,12579000000,10832000000,6105600000,5153900000,8675700000,6807000000,5795600000,8439600000,5714000000,7963600000,8587000000,7433500000,7389400000,7062900000,8537700000,6216100000,6151800000,8104600000
HPS3,7004200000,307430000,314130000,143740000,133530000,258970000,251650000,108430000,77400000,363440000,305230000,118810000,220240000,0,97432000,111890000,87975000,0,124370000,91669000,119250000,239030000,277930000,320910000,179160000,120340000,144920000,89141000,151820000,72437000,168990000,112600000,124990000,268890000,279480000,247980000,315370000,371950000,282660000
MRPS22,62703000000,1847300000,1750900000,2126900000,1736800000,1429800000,1418800000,1565800000,1612300000,1658800000,1533500000,2036500000,2043100000,150920000,1750400000,1584800000,1931500000,0,1134400000,1881600000,1687800000,1575900000,1657200000,1819800000,1760000000,1803100000,1608200000,1736200000,2128600000,1363300000,1621100000,1618500000,1481700000,1830500000,1373200000,1978800000,2275600000,2508400000,1681100000
CHPF2,4736400000,204220000,114040000,90676000,24552000,147500000,80018000,102540000,168860000,148200000,160860000,132570000,150060000,0,146730000,100350000,121550000,0,42271000,102660000,53488000,132500000,120370000,195250000,172130000,110080000,74149000,148460000,135380000,132720000,145980000,155780000,135820000,136090000,128700000,143590000,220700000,253990000,103530000
SDCBP,740610000,25172000,21260000,17674000,23151000,14508000,13508000,28076000,26590000,18212000,20569000,15290000,33278000,0,18939000,18929000,14725000,0,21862000,38115000,24962000,25461000,28048000,23733000,20727000,14113000,19120000,17147000,21208000,8982200,12440000,14758000,18709000,24795000,15967000,15547000,20822000,28034000,16182000
CELF1,58179000000,1652600000,1624900000,1100800000,1202500000,1349000000,1508200000,1505800000,1319100000,1675600000,1383800000,1503700000,1414700000,208660000,1413000000,1151400000,1790500000,0,966510000,1596300000,1922000000,2560500000,1906700000,2152400000,1658900000,1687900000,1640400000,1242100000,1823200000,1436100000,1731200000,1840000000,1682400000,2180100000,1561000000,1754000000,1764400000,1769800000,1498500000
WIPI1,738600000,30436000,84207000,0,49009000,20929000,77272000,46966000,0,60660000,55637000,0,7749200,0,0,0,0,0,0,12685000,0,0,0,18340000,0,0,0,0,39729000,0,0,11089000,0,14671000,16027000,97352000,28979000,44751000,22110000
SRGAP1,7414900000,256290000,206230000,136440000,111610000,122570000,227590000,216440000,108010000,187080000,180790000,230150000,267010000,13262000,303390000,350740000,284480000,0,148900000,187090000,153460000,249470000,200930000,202100000,220360000,220750000,162650000,255000000,304080000,203120000,240040000,180400000,161730000,208210000,243280000,211860000,113080000,152510000,193800000
PDIA3,2.4237E+12,58089000000,69525000000,72428000000,67836000000,66444000000,69483000000,62554000000,57139000000,63566000000,56551000000,68573000000,76613000000,5675000000,60183000000,54291000000,64001000000,656860000,64089000000,80458000000,83797000000,67707000000,73028000000,71673000000,75153000000,68533000000,68541000000,55726000000,67311000000,45381000000,47714000000,54023000000,47499000000,72162000000,67778000000,89682000000,86581000000,95547000000,67690000000
COBLL1,2029400000,0,51284000,121290000,475310000,30285000,39172000,102520000,83347000,31835000,34685000,0,0,0,0,24714000,11681000,0,0,25550000,0,31415000,204320000,0,164280000,169920000,106630000,80954000,64984000,0,0,28635000,11984000,10480000,0,12736000,21245000,0,90105000
MAU2,1758000000,45746000,41199000,17700000,33255000,34952000,31607000,24742000,19320000,31624000,27882000,15180000,30537000,0,43118000,66108000,91235000,0,34357000,18683000,101700000,161130000,47983000,18149000,29880000,84212000,73249000,22153000,109750000,75508000,81474000,104950000,47352000,29458000,38400000,43470000,24304000,16915000,40751000
PTPRS,5261400000,97488000,29880000,31202000,122400000,79768000,202450000,32209000,65836000,26868000,19532000,89396000,47056000,0,174740000,239370000,286420000,0,88125000,122750000,539160000,571090000,133770000,32108000,35157000,205060000,266980000,193040000,176710000,207300000,260190000,208120000,143930000,45840000,103400000,81818000,111880000,86604000,103750000
TGFBI,37738000000,87084000,389710000,483470000,12078000000,373830000,473220000,868520000,666970000,96474000,125720000,76000000,97287000,0,147220000,32121000,3328800000,37420000,1240900000,2046200000,147720000,155580000,1591400000,15270000,1449200000,2730200000,2726500000,1798300000,1893000000,348370000,171830000,389300000,302080000,65052000,66371000,228610000,140010000,321860000,548120000
PUS1,21447000000,554780000,458330000,478490000,554880000,392760000,402970000,843720000,627820000,545410000,439230000,792580000,502460000,11358000,450700000,844930000,1190900000,0,446560000,553960000,707100000,907440000,755950000,543690000,664030000,772550000,658610000,321680000,782330000,462640000,612510000,522530000,460860000,464290000,344180000,492180000,567680000,904360000,410240000
HNRNPH1,1.3741E+12,37895000000,32614000000,36297000000,34092000000,40186000000,39490000000,37634000000,35031000000,35859000000,34466000000,37025000000,39854000000,1318800000,43264000000,38735000000,51761000000,68566000,25018000000,41666000000,61496000000,52201000000,40344000000,36754000000,41809000000,44196000000,41436000000,33029000000,40205000000,24375000000,29172000000,30681000000,25188000000,36733000000,30213000000,47728000000,39039000000,41292000000,35951000000
MIA3,47488000000,1131100000,1212200000,1530700000,1519700000,1054100000,1001300000,1186200000,1178300000,1386300000,1309300000,1315700000,1089700000,389320000,959110000,966950000,1361800000,0,1004200000,1647000000,1931400000,1367000000,1434800000,1576900000,1476200000,1508500000,1606900000,1002800000,1019100000,692260000,661400000,832960000,742950000,1708500000,1105300000,1923100000,1948500000,2553500000,1152400000
TIPIN,1367200000,21946000,24022000,29664000,34334000,19851000,0,25412000,14774000,27426000,39896000,39032000,21982000,17720000,33190000,47763000,90494000,0,39283000,80780000,134720000,123750000,41029000,17519000,29337000,39222000,42088000,44451000,53092000,26726000,35279000,0,24034000,17196000,34828000,56325000,20380000,0,19606000
LEPREL2,24066000000,608420000,625970000,959150000,519230000,433250000,623340000,592940000,632560000,746780000,469500000,573480000,818530000,33651000,807780000,879490000,728660000,0,478420000,668780000,937710000,497000000,625370000,622830000,683170000,684400000,476030000,495520000,857690000,446060000,569010000,496490000,343680000,540360000,747970000,1048200000,604530000,1111400000,1078400000
USE1,4130300000,85048000,67598000,142960000,89470000,97197000,79417000,168750000,157960000,100480000,99670000,105150000,60903000,0,152790000,135030000,135790000,0,112350000,130660000,170730000,113360000,125720000,157360000,150590000,71146000,61103000,67955000,119750000,84482000,82498000,109490000,98404000,121660000,79474000,138620000,183530000,149690000,123510000
TACC1,17972000000,535810000,509460000,650560000,695790000,488270000,500790000,583710000,443550000,733150000,624200000,526560000,568630000,92175000,499040000,581010000,383880000,0,489130000,667310000,227390000,190650000,498430000,513910000,612330000,605410000,485440000,517160000,671140000,89023000,134630000,306790000,406040000,447300000,520970000,451120000,473690000,726070000,521780000
PPT2,2400700000,33474000,45336000,13118000,18464000,38135000,0,32189000,25132000,0,24797000,0,39087000,0,26316000,25908000,238790000,185610,33688000,171670000,293860000,343120000,21813000,0,37873000,290090000,53714000,39578000,274170000,22565000,29663000,30817000,24539000,0,21061000,62983000,24568000,15665000,48315000
BLOC1S1,3850000000,50755000,60041000,142530000,119150000,136500000,67707000,0,83126000,66215000,120050000,131280000,179270000,0,62463000,65334000,86978000,0,57193000,61783000,99501000,43885000,71642000,98641000,104940000,105100000,149780000,227520000,140220000,150950000,173890000,138600000,221390000,165160000,40260000,88894000,134450000,158570000,46199000
COX7A2,37314000000,622350000,986990000,602540000,693540000,1241400000,902160000,774830000,802210000,776820000,659710000,817730000,637680000,0,1108700000,937190000,1229500000,27444000,1186300000,1425600000,1488800000,1437800000,1109900000,662750000,1045700000,981880000,1097900000,938230000,1163500000,1339200000,1535600000,1324500000,1312100000,860080000,927650000,1306700000,1314700000,1161100000,872800000
NELFCD;TH1L,25141000000,810900000,860060000,766360000,576560000,774970000,844960000,508970000,540610000,802230000,743480000,510960000,718870000,73949000,695050000,620650000,696020000,0,369390000,569610000,1212400000,912410000,625340000,572330000,570860000,1012700000,911440000,444470000,669200000,427170000,590110000,422030000,557320000,812000000,608630000,867720000,795790000,1089300000,556160000
TRPC7,2419500000,41408000,99400000,31697000,46516000,90527000,97134000,68779000,23830000,125280000,106070000,25373000,42814000,112580000,102010000,34231000,89680000,0,61316000,76015000,48596000,121410000,59594000,67815000,34077000,129050000,84967000,78105000,0,59474000,47100000,72303000,51866000,0,31347000,92747000,75306000,0,91113000
ATAD3A,473000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26865000,0,0,59872000,67970000,46384000,43833000,38510000,34422000,51904000,61844000,41398000,0,0,0,0,0,0
HP;HPR,7721300000,43880000,115190000,333770000,150030000,54360000,146690000,287870000,400160000,198460000,88841000,366460000,99110000,337170000,318880000,250110000,89449000,0,211400000,403520000,227940000,75797000,281500000,292520000,429110000,27680000,39970000,0,58044000,148280000,273650000,301240000,158370000,165830000,308680000,263250000,141090000,272430000,360550000
AMPD2,41528000000,1613400000,1344200000,835570000,844950000,1190400000,1154300000,961000000,1051300000,1026000000,1105800000,1131500000,1533900000,127090000,1247200000,876880000,1291300000,0,744190000,991970000,1489900000,2195700000,688930000,1387300000,792230000,1083700000,823140000,872620000,831630000,1047800000,1105000000,1008800000,924500000,1341200000,1360600000,1343300000,1196000000,1626100000,1338100000
DPM1,62842000000,1399600000,1393700000,1208500000,1473500000,1252000000,1110000000,1050500000,868240000,1216200000,989340000,973160000,1040100000,0,1243800000,904450000,4822600000,2285600,500830000,817760000,3600300000,4689200000,1218300000,1304200000,1207900000,5139700000,623070000,3901300000,1431100000,970970000,986470000,4534400000,4277300000,1096300000,1136200000,925490000,971440000,1352300000,1209300000
KCNMA1,3660400000,176580000,196840000,284640000,41864000,184660000,191560000,46290000,35856000,63217000,228500000,69862000,44127000,0,61712000,58104000,136430000,0,64057000,54459000,154480000,0,0,240410000,0,102640000,71978000,92575000,0,76433000,0,0,0,269340000,126510000,229190000,233650000,79447000,45006000
DAB2IP,691400000,53050000,0,20441000,47494000,0,15501000,22407000,32221000,42994000,0,0,24516000,0,12155000,11171000,31036000,0,0,17896000,18672000,0,46019000,12301000,49767000,24760000,20870000,0,0,15247000,17385000,17330000,18630000,14819000,0,70371000,15689000,18661000,0
TJP1,1054800000,14361000,29346000,71363000,61246000,0,29565000,38058000,40995000,37551000,39560000,25382000,0,0,19595000,19692000,0,0,26729000,35221000,32510000,30530000,51434000,31778000,42615000,54522000,39769000,26254000,41228000,0,0,11370000,0,29426000,23237000,37967000,33403000,31154000,48966000
GPC3,3772200000,0,0,0,171090000,0,0,0,0,0,0,15107000,0,31362000,50448000,26006000,294410000,0,157220000,215540000,699270000,902150000,91917000,0,133570000,281760000,105150000,54185000,40812000,250470000,184950000,66758000,0,0,0,0,0,0,0
